bin,p_mean,y_rate,n
"(-0.001, 0.0207]",0.018679510213797698,0.03614457831325301,498
"(0.0207, 0.0235]",0.02256594160244403,0.03194888178913738,313
"(0.0235, 0.0256]",0.025570776255707764,0.06571428571428571,350
"(0.0256, 0.0274]",0.027167073802650085,0.044444444444444446,180
"(0.0274, 0.0373]",0.0339953054671637,0.04184100418410042,239
"(0.0373, 0.0436]",0.04153725613786281,0.03488372093023256,172
"(0.0436, 0.0472]",0.045972835270182276,0.053231939163498096,263
"(0.0472, 0.333]",0.07386461327779262,0.034482758620689655,174
