bin,p_mean,y_rate,n
"(-0.001, 0.0207]",0.01848645191531338,0.03867403314917127,543
"(0.0207, 0.0216]",0.021604938271604937,0.045112781954887216,133
"(0.0216, 0.0246]",0.024213861626409507,0.05542168674698795,415
"(0.0246, 0.0263]",0.02628096161328828,0.022727272727272728,44
"(0.0263, 0.0268]",0.026836158192090395,0.05188679245283019,212
"(0.0268, 0.0373]",0.033212088512039585,0.03349282296650718,209
"(0.0373, 0.0457]",0.04428260426031346,0.04381443298969072,388
"(0.0457, 0.0472]",0.04716981132075472,0.039473684210526314,76
"(0.0472, 0.25]",0.07471066517908369,0.03550295857988166,169
