bin,p_mean,y_rate,n
"(-0.001, 0.0202]",0.01826890191445485,0.03592814371257485,501
"(0.0202, 0.0235]",0.0225614012390539,0.03184713375796178,314
"(0.0235, 0.0256]",0.025570776255707764,0.06571428571428571,350
"(0.0256, 0.029]",0.027719684461566686,0.041176470588235294,170
"(0.029, 0.035]",0.03407421699885627,0.047619047619047616,210
"(0.035, 0.0444]",0.04089083620298896,0.03398058252427184,206
"(0.0444, 0.0464]",0.0458967698833449,0.05263157894736842,266
"(0.0464, 0.333]",0.0740581872892489,0.03488372093023256,172
