bin,p_mean,y_rate,n
"(-0.001, 0.0259]",0.01565617302061789,0.030837004405286344,227
"(0.0259, 0.0292]",0.02913609112426551,0.04239766081871345,684
"(0.0292, 0.0294]",0.029399412011759763,0.056,750
"(0.0294, 0.0346]",0.034312974761087967,0.03773584905660377,159
"(0.0346, 0.0571]",0.04908988407375007,0.030973451327433628,226
"(0.0571, 0.15]",0.07687908885387877,0.027972027972027972,143
