Date,Time,Open,High,Low,Close,Volume

01/12/2010,09:30,54,54,53.92,53.98,17065
01/12/2010,09:31,53.98,54,53.91,53.93,137357
01/12/2010,09:32,53.94,54.01,53.93,53.981,90488
01/12/2010,09:33,53.99,54.005,53.88,53.88,124459
01/12/2010,09:34,53.88,53.97,53.86,53.97,64134
01/12/2010,09:35,53.97,54.05,53.97,54,110994
