timestamp,equity
1998-10-29 10:23:00+00:00,-39.38742458342446
1998-10-29 10:24:00+00:00,-66.81097903360804
1998-10-29 10:25:00+00:00,-81.81358126540324
1998-10-30 10:16:00+00:00,-96.22751441229508
1998-10-30 10:17:00+00:00,-133.63576048174477
1998-10-30 10:18:00+00:00,-135.19621538183097
1998-10-30 11:20:00+00:00,-119.41638623753968
1998-10-30 11:21:00+00:00,-118.69544098273585
1998-10-30 11:25:00+00:00,-113.34356185575074
1998-10-30 11:26:00+00:00,-109.96871630333386
1998-10-30 11:27:00+00:00,-98.81660166106774
1998-10-30 11:28:00+00:00,-88.50382760015916
1998-10-30 12:21:00+00:00,-95.37550582390598
1998-10-30 14:05:00+00:00,-105.2277412274569
1998-10-30 14:06:00+00:00,-136.1988048607172
1998-10-30 14:07:00+00:00,-168.02736580701273
1998-10-30 14:08:00+00:00,-258.20629763406237
1998-10-30 14:11:00+00:00,-380.0965387861873
1998-10-30 14:12:00+00:00,-469.3265344250115
1998-10-30 14:13:00+00:00,-566.9011443532611
1998-10-30 14:14:00+00:00,-636.7297717923775
1998-10-30 14:15:00+00:00,-644.8746447313254
1998-10-30 14:16:00+00:00,-667.357463734169
1998-11-02 09:51:00+00:00,-658.3438467836639
1998-11-02 09:56:00+00:00,-644.7611298612115
1998-11-02 09:57:00+00:00,-635.1454241585957
1998-11-02 09:58:00+00:00,-628.9042237791632
1998-11-02 10:02:00+00:00,-631.9561776612951
1998-11-02 10:04:00+00:00,-645.1784331683109
1998-11-02 10:05:00+00:00,-656.8281236431668
1998-11-02 10:07:00+00:00,-667.7643019827631
1998-11-02 10:09:00+00:00,-677.1659869466243
1998-11-02 10:10:00+00:00,-689.5897744584079
1998-11-02 11:03:00+00:00,-700.3295977075799
1998-11-04 15:58:00+00:00,-703.0316351457162
1998-11-11 09:55:00+00:00,-706.1013786596014
1998-11-11 09:56:00+00:00,-714.0356075887051
1998-11-11 09:57:00+00:00,-725.1716718506175
1998-11-11 09:58:00+00:00,-738.9179988957969
1998-11-11 09:59:00+00:00,-749.4103692494231
1998-11-11 10:00:00+00:00,-762.3711635992009
1998-11-11 12:13:00+00:00,-761.9082142360346
1998-11-11 12:31:00+00:00,-762.0459765106534
1998-11-12 09:51:00+00:00,-751.0173976977645
1998-11-12 09:52:00+00:00,-741.1912973323446
1998-11-12 09:53:00+00:00,-756.2640980491414
1998-11-12 09:54:00+00:00,-750.7308780573701
1998-11-12 09:55:00+00:00,-755.1476107716983
1998-11-12 09:56:00+00:00,-758.7273667730059
1998-11-12 09:57:00+00:00,-758.434709659468
1998-11-12 09:58:00+00:00,-761.1452667293569
1998-11-12 09:59:00+00:00,-761.1677094149264
1998-11-12 10:00:00+00:00,-762.9258763706183
1998-11-12 10:01:00+00:00,-773.5373474368985
1998-11-12 10:02:00+00:00,-782.2162230075751
1998-11-12 10:04:00+00:00,-786.0234173422743
