bin,p_mean,y_rate,n
"(-0.001, 0.0264]",0.023588218555269432,0.053952321204516936,797
"(0.0264, 0.0282]",0.028155091818936318,0.04721030042918455,466
"(0.0282, 0.0285]",0.028523489932885907,0.034722222222222224,288
"(0.0285, 0.0329]",0.030085202653457797,0.014705882352941176,204
"(0.0329, 0.041]",0.03977877813818994,0.04417670682730924,249
"(0.041, 0.333]",0.08356862637475118,0.032432432432432434,185
