timestamp,equity
1998-11-17 14:43:00+00:00,-5.651515026888188
1998-11-17 14:44:00+00:00,-17.861061107762897
1998-11-17 14:45:00+00:00,-28.560920842166826
1998-11-17 14:46:00+00:00,-39.22808645140257
1998-11-18 10:00:00+00:00,-26.009545157204478
1998-11-18 10:01:00+00:00,-23.198705981639403
1998-11-18 10:05:00+00:00,-36.06601034071706
1998-11-18 10:06:00+00:00,-67.63676495271311
1998-11-18 10:07:00+00:00,-97.14333457225113
1998-11-18 10:08:00+00:00,-137.16799126085203
1998-11-18 10:09:00+00:00,-196.78691928748768
1998-11-18 10:10:00+00:00,-263.7168271033388
1998-11-18 10:11:00+00:00,-295.4463330013967
1998-11-18 14:44:00+00:00,-301.2478398361345
1998-11-18 14:45:00+00:00,-318.2639527641399
1998-11-18 14:46:00+00:00,-337.15616858908794
1998-11-18 14:48:00+00:00,-354.1401935569693
1998-11-18 14:49:00+00:00,-372.0165104704292
1998-11-19 09:51:00+00:00,-374.9836513600843
1998-11-19 09:52:00+00:00,-376.26776423179416
1998-11-19 09:53:00+00:00,-424.29329516801533
1998-11-19 09:54:00+00:00,-435.1821646022714
1998-11-19 09:55:00+00:00,-450.59645265424984
1998-11-19 09:56:00+00:00,-451.36918643878937
1998-11-19 09:57:00+00:00,-454.17487543749377
1998-11-23 10:00:00+00:00,-435.68319790180635
1998-11-23 10:02:00+00:00,-432.48301653192067
1998-11-23 10:16:00+00:00,-433.43671577454995
1998-11-24 09:56:00+00:00,-440.5629821647379
1998-11-27 11:39:00+00:00,-439.7895389819314
1998-12-01 15:49:00+00:00,-440.3892812756815
1998-12-01 15:51:00+00:00,-497.15740875876406
1998-12-03 11:10:00+00:00,-496.3444957347454
1998-12-03 11:12:00+00:00,-496.9304294824636
