timestamp,equity
1998-11-17 14:42:00+00:00,-1.3061980743004482
1998-11-17 14:43:00+00:00,-6.039510330566733
1998-11-17 14:44:00+00:00,-47.425121984029325
1998-11-17 14:46:00+00:00,-48.50999273216016
1998-11-18 10:07:00+00:00,-90.07126305959926
1998-11-18 10:09:00+00:00,-113.65667099003622
1998-11-18 10:10:00+00:00,-171.19427155667856
1998-11-18 10:11:00+00:00,-189.47454797028635
1998-11-18 10:12:00+00:00,-199.8256318656739
1998-11-18 12:54:00+00:00,-199.26973931513282
1998-11-18 14:41:00+00:00,-202.29852165136313
1998-11-18 14:42:00+00:00,-206.11159907374687
1998-11-18 14:45:00+00:00,-218.822721800253
1998-11-18 14:46:00+00:00,-234.79640869479314
1998-11-18 14:48:00+00:00,-261.27327963585196
1998-11-18 14:49:00+00:00,-281.35877594620155
1998-11-18 14:50:00+00:00,-303.64646698892443
1998-11-18 14:51:00+00:00,-312.07616240802406
1998-11-19 09:53:00+00:00,-319.31123450054787
1998-11-19 09:54:00+00:00,-339.04628310836284
1998-11-19 09:55:00+00:00,-344.1195801162948
1998-11-19 09:56:00+00:00,-345.41244499797733
1998-11-23 10:16:00+00:00,-348.1301389278957
1998-11-23 10:17:00+00:00,-352.45429031347504
1998-11-23 10:18:00+00:00,-356.49697054477934
1998-11-23 10:54:00+00:00,-356.44153221387853
1998-11-23 10:55:00+00:00,-356.778532949727
1998-11-23 11:04:00+00:00,-354.4361105226233
1998-11-23 12:50:00+00:00,-353.45372896572803
1998-11-23 13:09:00+00:00,-353.5330191669706
1998-11-23 13:11:00+00:00,-354.59115667498685
1998-11-27 11:14:00+00:00,-348.67643169078025
1998-11-27 11:15:00+00:00,-341.8281779635021
1998-11-27 11:36:00+00:00,-326.10364594221204
1998-11-27 11:37:00+00:00,-319.59014773266114
1998-11-27 11:38:00+00:00,-308.6728118514118
1998-11-27 11:39:00+00:00,-306.039335863738
1998-11-27 11:40:00+00:00,-303.66124749948074
1998-11-27 11:48:00+00:00,-302.7442272289219
1998-11-30 10:23:00+00:00,-302.7652536794994
1998-11-30 14:52:00+00:00,-302.91877991695003
1998-11-30 14:53:00+00:00,-303.8046693611839
1998-12-01 10:20:00+00:00,-304.4282635824365
1998-12-01 15:49:00+00:00,-306.38301214245575
1998-12-01 15:51:00+00:00,-334.99245910273316
1998-12-01 15:52:00+00:00,-349.4448343757261
1998-12-01 15:54:00+00:00,-352.22957432977995
1998-12-01 15:56:00+00:00,-354.46323247977165
1998-12-02 15:51:00+00:00,-337.7821006325807
1998-12-02 15:53:00+00:00,-322.5692748326216
1998-12-02 15:54:00+00:00,-308.3824946242984
1998-12-03 09:54:00+00:00,-324.5708826851923
1998-12-03 09:55:00+00:00,-339.46296062272285
1998-12-03 09:57:00+00:00,-355.0509735847487
1998-12-03 11:10:00+00:00,-354.4369852358666
1998-12-03 11:12:00+00:00,-355.0879485456031
