timestamp,equity
1998-10-28 15:21:00+00:00,-6.732955669833963
1998-10-28 15:49:00+00:00,-7.383058191016815
1998-10-28 15:50:00+00:00,-24.496433888551966
1998-10-29 09:36:00+00:00,-24.335747607449434
1998-10-29 10:23:00+00:00,-36.48896634254223
1998-10-29 10:24:00+00:00,-44.61643375502722
1998-10-29 10:25:00+00:00,-54.170547247339144
1998-10-29 10:27:00+00:00,-67.22239359493854
1998-10-29 10:28:00+00:00,-69.32230068694683
1998-10-29 12:26:00+00:00,-83.43032741858025
1998-10-29 12:28:00+00:00,-84.03278858482317
1998-10-30 10:15:00+00:00,-83.95150425928115
1998-10-30 10:16:00+00:00,-89.43838779031917
1998-10-30 10:17:00+00:00,-93.87282291008131
1998-10-30 10:18:00+00:00,-98.21443406065238
1998-10-30 10:20:00+00:00,-98.63320810334635
1998-10-30 10:21:00+00:00,-99.38680675083135
1998-10-30 10:22:00+00:00,-102.320135190159
1998-10-30 10:23:00+00:00,-106.76792670474276
1998-10-30 10:24:00+00:00,-107.96128753711179
1998-10-30 11:20:00+00:00,-106.50274276320143
1998-10-30 11:21:00+00:00,-97.03084901718417
1998-10-30 11:22:00+00:00,-87.59204374826216
1998-10-30 11:23:00+00:00,-84.44027541673103
1998-10-30 11:24:00+00:00,-82.67597972336215
1998-10-30 11:25:00+00:00,-76.98254038480276
1998-10-30 11:26:00+00:00,-75.86215774486186
1998-10-30 11:27:00+00:00,-69.97770231573782
1998-10-30 11:29:00+00:00,-56.98809569082797
1998-10-30 11:31:00+00:00,-55.35074630616775
1998-10-30 12:14:00+00:00,-57.87384459913147
1998-10-30 12:18:00+00:00,-71.86302615444976
1998-10-30 12:19:00+00:00,-75.10658328518112
1998-10-30 12:21:00+00:00,-89.27412035104489
1998-10-30 12:22:00+00:00,-113.64320448796578
1998-10-30 12:23:00+00:00,-115.91319847382312
1998-10-30 14:07:00+00:00,-119.45842356368676
1998-10-30 14:08:00+00:00,-145.16231598354273
1998-10-30 14:11:00+00:00,-189.36168136613244
1998-10-30 14:12:00+00:00,-245.23880472623358
1998-10-30 14:13:00+00:00,-343.51896455201637
1998-10-30 14:14:00+00:00,-420.3807404590606
1998-10-30 14:15:00+00:00,-464.8833778691949
1998-10-30 14:16:00+00:00,-480.3238246554539
1998-10-30 14:18:00+00:00,-492.3860460116201
1998-11-02 09:54:00+00:00,-488.31290840537264
1998-11-02 09:56:00+00:00,-461.2102204139627
1998-11-02 09:57:00+00:00,-451.59451471134685
1998-11-02 09:58:00+00:00,-440.2509166730896
1998-11-02 09:59:00+00:00,-434.86253184042357
1998-11-02 10:00:00+00:00,-429.4984991384655
1998-11-02 10:01:00+00:00,-436.7993688572898
1998-11-02 10:02:00+00:00,-439.8513227394217
1998-11-02 10:03:00+00:00,-459.95456019498255
1998-11-02 10:04:00+00:00,-482.89573933804587
1998-11-02 10:05:00+00:00,-509.01342550254805
1998-11-02 10:06:00+00:00,-509.27152213088357
1998-11-02 10:07:00+00:00,-529.8249449370588
1998-11-02 10:09:00+00:00,-547.4828622779721
1998-11-02 10:10:00+00:00,-564.6958960693779
1998-11-02 10:11:00+00:00,-578.5256893966761
1998-11-02 11:11:00+00:00,-579.1581691694698
1998-11-04 13:33:00+00:00,-583.4612510802302
1998-11-04 13:34:00+00:00,-587.2623416176256
1998-11-04 13:35:00+00:00,-589.993486537897
1998-11-04 13:37:00+00:00,-590.4033308368005
1998-11-04 13:38:00+00:00,-595.0856625116262
1998-11-05 09:36:00+00:00,-599.9840000341322
1998-11-05 09:38:00+00:00,-648.1520829252406
1998-11-05 09:40:00+00:00,-659.3258466864233
1998-11-05 09:41:00+00:00,-688.4367669741224
1998-11-05 09:49:00+00:00,-731.8786932194474
1998-11-11 09:55:00+00:00,-739.6942128997262
1998-11-11 09:56:00+00:00,-755.9558736161543
1998-11-11 09:57:00+00:00,-771.3477612628511
1998-11-11 09:58:00+00:00,-793.1467612711774
1998-11-11 09:59:00+00:00,-811.5441215918167
1998-11-11 10:00:00+00:00,-813.7012127819548
1998-11-11 10:01:00+00:00,-832.4578732130525
1998-11-11 10:02:00+00:00,-834.9465730509023
1998-11-11 12:13:00+00:00,-834.2568621180824
1998-11-11 12:14:00+00:00,-837.1218352256127
1998-11-11 12:15:00+00:00,-831.9163499942067
1998-11-11 12:16:00+00:00,-830.7091991698758
1998-11-11 12:18:00+00:00,-827.9213612940357
1998-11-11 12:31:00+00:00,-829.1261183137217
1998-11-12 09:52:00+00:00,-826.0110242307619
1998-11-12 09:53:00+00:00,-836.077608022495
1998-11-12 09:54:00+00:00,-832.5277325917958
1998-11-12 09:55:00+00:00,-834.0811405725885
1998-11-12 09:56:00+00:00,-837.6608965738961
1998-11-12 09:57:00+00:00,-837.1391531856963
1998-11-12 09:58:00+00:00,-843.1687085020295
1998-11-12 09:59:00+00:00,-852.4632681343671
1998-11-12 10:00:00+00:00,-854.221435090059
1998-11-12 10:01:00+00:00,-873.1476529077707
1998-11-12 10:02:00+00:00,-874.48887703594
1998-11-12 10:04:00+00:00,-875.980056427567
1998-11-12 10:05:00+00:00,-876.571231571881
1998-11-12 10:06:00+00:00,-882.9045724416347
1998-11-13 09:35:00+00:00,-881.5441283028216
