timestamp,equity,realised_pnl,unrealised_pnl,qty_next_bar,mu,sigma_sq,var_down,residual,position_size,open,close,cluster_id,notional_abs
1998-08-26 12:14:00,100000.0,0.0,0.0,0,-0.021829700476101152,3.5856186514138244e-05,5.206870014262677e-06,0.7153062050337957,0.0,4.5695,4.5695,10,0.0
1998-08-26 13:04:00,100000.0,0.0,0.0,0,-0.021732847526246133,4.268732664058916e-05,1.393478169120499e-05,0.6836145339342231,0.0,4.5326,4.5326,24,0.0
1998-08-26 14:03:00,100000.0,0.0,0.0,0,-0.02180362911148268,4.150378663325682e-05,1.1379033821867779e-05,0.4671668083360006,0.0,4.4589,4.4589,24,0.0
1998-08-26 14:18:00,100000.0,0.0,0.0,0,-0.022064712830424923,3.80176461476367e-05,5.764397656093934e-06,0.42532810566741114,0.0,4.4958,4.4958,24,0.0
1998-08-26 15:39:00,100000.0,0.0,0.0,0,-0.02219417059804118,3.8499609217979014e-05,5.419748049462214e-06,0.41777801125344227,0.0,4.5326,4.5695,24,0.0
1998-08-27 11:59:00,100000.0,0.0,0.0,0,-0.022451688012907197,5.809879439766519e-05,1.3476745607476914e-05,0.6283442262842835,0.0,4.2747,4.3484,2,0.0
1998-08-27 12:00:00,100000.0,0.0,0.0,0,-0.022163997251291676,4.1539260564604774e-05,1.3035664778726641e-05,0.7006135907870716,0.0,4.2747,4.2747,56,0.0
1998-08-27 13:46:00,100000.0,0.0,0.0,0,-0.02187394341434856,4.0822422306519e-05,1.2873167179350276e-05,0.6326946514994747,0.0,4.3484,4.3115,56,0.0
1998-08-27 14:16:00,100000.0,0.0,0.0,0,-0.022843463677955242,4.176091169938445e-05,1.0850634680537041e-05,0.7746679293140465,0.0,4.1273,4.1273,63,0.0
1998-08-27 14:34:00,100000.0,0.0,0.0,0,-0.021830332112395354,4.071602234034799e-05,1.27442394841637e-05,0.6328720265841017,0.0,4.1273,4.1273,63,0.0
1998-08-28 09:58:00,100000.0,0.0,0.0,0,-0.021949033594674348,4.170779720880091e-05,1.3415806051852996e-05,0.6313944052096825,0.0,4.1641,4.201,56,0.0
1998-08-28 12:16:00,100000.0,0.0,0.0,0,-0.02186551437825119,4.077714584127534e-05,1.277306705560477e-05,0.6198046297705444,0.0,4.201,4.201,56,0.0
1998-08-28 12:55:00,100000.0,0.0,0.0,0,-0.022535499511096076,5.693672028428409e-05,1.3646133538713912e-05,0.6485247263721825,0.0,4.201,4.201,2,0.0
1998-08-28 12:56:00,100000.0,0.0,0.0,0,-0.02313197743041246,4.7223345973179676e-05,1.005310878099408e-05,0.29860329784472744,0.0,4.2747,4.2747,11,0.0
1998-08-28 14:18:00,100000.0,0.0,0.0,0,-0.0229646544450502,3.9591544918948784e-05,9.11256165636587e-06,0.7432996131060363,0.0,4.1641,4.1641,2,0.0
1998-08-31 10:20:00,100000.0,0.0,0.0,0,-0.0223994996218521,6.0354641391313635e-05,2.219868838437833e-05,0.6090287039390074,0.0,4.1641,4.1641,56,0.0
1998-08-31 11:09:00,100000.0,0.0,0.0,0,-0.022498064064521258,5.763337503594812e-05,1.3232537639851216e-05,0.6238711193865696,0.0,4.1641,4.1641,11,0.0
1998-08-31 13:41:00,100000.0,0.0,0.0,0,-0.02201146951828423,3.932844992959872e-05,1.2095872079953551e-05,0.4480513414998518,0.0,4.1273,4.1273,56,0.0
1998-08-31 13:49:00,100000.0,0.0,0.0,0,-0.023315532553343017,3.816703610937111e-05,7.68487916502636e-06,0.3228527938164526,0.0,4.1641,4.1641,11,0.0
1998-08-31 13:52:00,100000.0,0.0,0.0,0,-0.022697686882557265,4.0948702007881366e-05,1.1797621027653804e-05,0.5077341174970296,0.0,4.1641,4.1641,57,0.0
1998-08-31 14:04:00,100000.0,0.0,0.0,0,-0.022621156870255163,3.887692582793534e-05,5.976591182843549e-06,0.4460909471885033,0.0,4.201,4.201,32,0.0
1998-08-31 14:17:00,100000.0,0.0,0.0,0,-0.023169563732326877,4.089366120751947e-05,8.542063824279467e-06,0.4557530753766975,0.0,4.201,4.201,57,0.0
1998-09-01 10:14:00,100000.0,0.0,0.0,0,-0.020723927049939903,5.524904190679081e-05,1.704974602034781e-05,0.9573353548827405,0.0,3.7956,3.8325,63,0.0
1998-09-01 10:26:00,100000.0,0.0,0.0,0,-0.02057854072753844,5.407806020230055e-05,1.9581255401135422e-05,0.9535692735742535,0.0,3.7956,3.7956,63,0.0
1998-09-01 10:41:00,100000.0,0.0,0.0,0,-0.02048769847587255,5.2072809921810403e-05,1.6888880054466426e-05,0.9004947738715572,0.0,3.7588,3.7956,63,0.0
1998-09-01 10:48:00,100000.0,0.0,0.0,0,-0.02104810262661931,5.2887080528307706e-05,1.8181332052336074e-05,1.161846706545786,0.0,3.7956,3.7956,48,0.0
1998-09-01 10:55:00,100000.0,0.0,0.0,0,-0.021377025452366524,4.4389091272023506e-05,1.1101225254606106e-05,0.643472692764377,0.0,3.8325,3.8325,48,0.0
1998-09-01 12:32:00,100000.0,0.0,0.0,0,-0.02175740748624821,4.065612483827863e-05,7.051940201563411e-06,0.646507620228959,0.0,3.8325,3.8325,24,0.0
1998-09-01 13:00:00,100000.0,0.0,0.0,0,-0.02086357363131401,4.487439218792133e-05,1.7545726223033853e-05,0.9508137056063954,0.0,3.7588,3.7588,46,0.0
1998-09-01 14:49:00,100000.0,0.0,0.0,0,-0.02105526158683506,5.270381734590046e-05,1.798201810743194e-05,1.173323749837698,0.0,3.7219,3.6851,63,0.0
1998-09-01 15:36:00,100000.0,0.0,0.0,0,-0.020745918719140263,5.522178253158927e-05,1.6752874216763303e-05,0.9832910575506466,0.0,3.6851,3.6851,63,0.0
1998-09-02 09:33:00,100000.0,0.0,0.0,0,-0.02048687972691414,5.2171129937050864e-05,1.676395913818851e-05,0.8712024073207277,0.0,3.7588,3.7588,46,0.0
1998-09-02 12:07:00,100000.0,0.0,0.0,0,-0.02062064943001178,5.3811811085324734e-05,1.847415478550829e-05,0.8662543594695689,0.0,3.6851,3.6851,56,0.0
1998-09-02 13:24:00,100000.0,0.0,0.0,0,-0.02064621376902369,5.471693293657154e-05,1.891944521048572e-05,0.8615170812231296,0.0,3.6851,3.6851,56,0.0
