timestamp,equity,realized_pnl,unrealised_pnl,qty_next_bar,mu_raw,mu_net,mu_cal,sigma_sq,var_down,residual,position_size,open,close,cluster_id,notional_abs,adv_used,p_up,p_up_raw,is_entry,frac,cum_return,mu,ret1m,p,regime
1998-08-26 12:14:00,100000.0,0.0,0.0,780,0.001562955061484297,0.0014159544098037193,0.0014159544098037193,4.9691484392642285e-05,1.5749416397850317e-05,5.789849758148193,0.3567935851758068,4.5695,4.5695,10,0.0,3901.0,0.3,0.08187134502923976,True,0.0,0.0,0.001562955061484297,0.0,0.08187134502923976,CHOPPY
1998-08-26 13:04:00,100000.0,0.0,0.0,729,0.0017176612167290298,0.001615593224756318,0.001615593224756318,4.956256334628953e-05,1.6561115380353746e-05,2.72383451461792,0.3969970061631099,4.5326,4.5326,24,3535.4280000000003,3646.5,0.3,0.09494651546014832,True,0.0,0.0,0.0017176612167290298,0.0,0.09494651546014832,CHOPPY
1998-08-26 14:03:00,99942.514,-57.48600000000042,0.0,712,0.0015889578358324707,0.0015101923470680842,0.0015101923470680842,4.863621495929876e-05,1.750460940800321e-05,1.609835147857666,0.3609574856541962,4.4589,4.4589,48,0.0,3561.6666666666665,0.3,0.08187134502923976,True,0.0,-0.0005748600000000659,0.0015889578358324707,0.0,0.08187134502923976,CHOPPY
1998-08-26 14:18:00,99942.514,0.0,0.0,873,0.001705810142612692,0.001639987495474618,0.001639987495474618,4.9533950896383527e-05,1.6507044288729574e-05,0.8154184222221375,0.4,4.4958,4.4958,24,3201.0096,4367.25,0.3,0.09295234192830354,True,0.0,-0.0005748600000000659,0.001705810142612692,0.00814102281251361,0.09295234192830354,CHOPPY
1998-08-26 15:39:00,99968.7156,26.201600000000276,0.0,1105,0.00017842587597330508,0.0001276720350435545,0.0001276720350435545,4.3950885094209266e-05,6.9277665189957345e-06,0.4990290701389313,0.0485064129214162,4.5326,4.5695,24,0.0,5529.0,0.3,0.06920077972709553,True,0.0,-0.00031284400000008983,0.00017842587597330508,0.017240975974922135,0.06920077972709553,CHOPPY
1998-08-27 11:59:00,99968.7156,0.0,0.0,1,-0.00016425566819435754,-0.00020936539690706975,-0.00020936539690706975,4.688078621526672e-05,1.887690080534951e-05,1.9741036891937256,0.0,4.2747,4.3484,63,4723.5435,5794.666666666667,0.3,0.06920077972709553,True,0.0,-0.00031284400000008983,-0.00016425566819435754,0.0,0.06920077972709553,CHOPPY
1998-08-27 12:00:00,99968.7156,0.0,0.0,1085,0.0007968862533101076,0.0007303947681137358,0.0007303947681137358,4.749759485133843e-05,2.1478762175111486e-05,1.9082884788513184,0.15759884448283903,4.2747,4.2747,63,0.0,5427.142857142857,0.3,0.06992187785760635,True,0.0,-0.00031284400000008983,0.0007968862533101076,-0.008485879863857959,0.06992187785760635,CHOPPY
1998-08-27 13:46:00,99968.7156,0.0,0.0,1043,0.0006281635023461245,0.0005654310445979186,0.0005654310445979186,4.489156048883919e-05,1.83758035572429e-05,1.9031565189361572,0.13190354862460646,4.3484,4.3115,56,4718.014,5215.125,0.3,0.06920077972709553,True,0.0,-0.00031284400000008983,0.0006281635023461245,0.0,0.06920077972709553,CHOPPY
1998-08-27 14:16:00,99728.82209999999,-239.89349999999985,0.0,1,-0.0005390552927733894,-0.0005572445691600462,-0.0005572445691600462,4.77548556598906e-05,1.0860980992320755e-05,4.824692249298096,0.0,4.1273,4.1273,63,0.0,6331.666666666667,0.3,0.06920077972709553,True,0.0,-0.0027117790000000808,-0.0005390552927733894,0.0,0.06920077972709553,CHOPPY
1998-08-27 14:34:00,99728.82209999999,0.0,0.0,1,-0.00034475398761437244,-0.00038572750112414423,-0.00038572750112414423,4.735557217329394e-05,1.1160330777758037e-05,1.9777894020080566,0.0,4.1273,4.1273,63,4.1273,7055.3,0.3,0.06920077972709553,True,0.0,-0.0027117790000000808,-0.00034475398761437244,0.008861458658533383,0.06920077972709553,CHOPPY
1998-08-28 09:58:00,99728.85889999999,0.03680000000000039,0.0,1353,0.0006308111334726766,0.000566963582116989,0.000566963582116989,4.4970515824033984e-05,1.8430832654977317e-05,2.0642378330230713,0.1320634643227916,4.1641,4.201,56,0.0,6768.545454545455,0.3,0.06920077972709553,True,0.0,-0.0027114110000000524,0.0006308111334726766,0.0,0.06920077972709553,CHOPPY
1998-08-28 12:16:00,99728.85889999999,0.0,0.0,1274,0.0006338867465623551,0.0005770436814126164,0.0005770436814126164,4.4941058297742124e-05,1.8435048264103108e-05,1.0022680759429932,0.13439606412668004,4.201,4.201,56,5683.9529999999995,6374.083333333333,0.3,0.06920077972709553,True,0.0,-0.0027114110000000524,0.0006338867465623551,0.0,0.06920077972709553,CHOPPY
1998-08-28 12:55:00,99728.85889999999,0.0,0.0,1,-3.019975506751635e-05,-7.692631741577979e-05,-7.692631741577979e-05,4.391798243709415e-05,8.949788737777175e-06,3.5964252948760986,0.0,4.201,4.201,2,0.0,7318.846153846154,0.3,0.06920077972709553,True,0.0,-0.0027114110000000524,-3.019975506751635e-05,0.0,0.06920077972709553,CHOPPY
